State,Year,Quarter,District,Registered_users,App_opens
haryana,2018,3,Panipat,124290,0
haryana,2018,3,Gurugram,767369,0
haryana,2018,3,Kaithal,68422,0
haryana,2018,3,Kurukshetra,80097,0
haryana,2018,3,Jhajjar,90220,0
haryana,2018,4,Yamunanagar,94449,0
haryana,2018,4,Sonipat,165599,0
haryana,2018,4,Jind,103156,0
haryana,2018,4,Rohtak,124365,0
haryana,2018,4,Faridabad,521996,0
haryana,2018,4,Mahendragarh,91223,0
haryana,2018,4,Hisar,210671,0
haryana,2018,4,Karnal,149062,0
haryana,2018,4,Fatehabad,88259,0
haryana,2018,4,Palwal,113042,0
haryana,2018,4,Charkhi Dadri,29865,0
haryana,2018,4,Ambala,114192,0
haryana,2018,4,Rewari,172035,0
haryana,2018,4,Panchkula,88703,0
haryana,2018,4,Bhiwani,111607,0
haryana,2018,4,Sirsa,127874,0
haryana,2018,4,Mewat,71400,0
haryana,2018,4,Panipat,153137,0
haryana,2018,4,Gurugram,967781,0
haryana,2018,4,Kaithal,82556,0
haryana,2018,4,Kurukshetra,97619,0
haryana,2018,4,Jhajjar,114488,0
gujarat,2022,1,Anand,514400,7167547
gujarat,2022,1,Jamnagar,352844,11272088
gujarat,2022,1,Devbhumi Dwarka,123599,10163939
gujarat,2022,1,Rajkot,889499,21835586
gujarat,2022,1,Aravallis,195778,13826407
gujarat,2022,1,Chhotaudepur,83102,9593557
gujarat,2022,1,Botad,167646,11054773
gujarat,2022,1,Bharuch,722367,22613416
gujarat,2022,1,Bhavnagar,593259,14665634
gujarat,2022,1,Junagadh,255421,10584411
gujarat,2022,1,Mahesana,656908,15122677
gujarat,2022,1,The Dangs,23744,5058807
gujarat,2022,1,Kheda,401982,10309975
gujarat,2022,1,Surat,3210535,25388620
gujarat,2022,1,Porbandar,89084,3467401
gujarat,2022,1,Gandhinagar,799301,9240181
gujarat,2022,1,Panch Mahals,263066,11638061
gujarat,2022,1,Narmada,73152,10102922
gujarat,2022,1,Gir Somnath,217816,7182103
gujarat,2022,1,Valsad,643742,11625495
gujarat,2022,1,Mahisagar,118430,8605093
gujarat,2022,1,Sabar Kantha,342020,15498082
gujarat,2022,1,Tapi,135297,8491029
gujarat,2022,1,Vadodara,1368210,17275828
gujarat,2022,1,Banas Kantha,802470,50103535
gujarat,2022,1,Amreli,253714,21192598
gujarat,2022,1,Ahmadabad,3897869,37428068
gujarat,2022,1,Dohad,194298,13091132
gujarat,2022,1,Navsari,283795,7740515
gujarat,2022,1,Patan,329312,17459087
gujarat,2022,1,Kachchh,671465,46433002
gujarat,2022,1,Surendranagar,315677,22854956
gujarat,2022,1,Morbi,275512,13690414
gujarat,2022,2,Anand,541890,7236033
gujarat,2022,2,Jamnagar,372354,12188995
gujarat,2022,2,Devbhumi Dwarka,130591,13208562
gujarat,2022,2,Rajkot,937863,24500393
gujarat,2022,2,Aravallis,206898,17033575
gujarat,2022,2,Chhotaudepur,87903,11318925
gujarat,2022,2,Botad,177233,13628450
gujarat,2022,2,Bharuch,762752,24641932
gujarat,2022,2,Bhavnagar,626197,18525992
gujarat,2022,2,Junagadh,269699,12317381
gujarat,2022,2,Mahesana,692794,17872342
gujarat,2022,2,The Dangs,25026,6868251
gujarat,2022,2,Kheda,424243,11926637
gujarat,2022,2,Surat,3385398,25782369
gujarat,2022,2,Porbandar,93938,4290977
gujarat,2022,2,Gandhinagar,841732,8826550
gujarat,2022,2,Panch Mahals,277783,13730984
gujarat,2022,2,Narmada,77313,12964941
gujarat,2022,2,Gir Somnath,230290,9190564
gujarat,2022,2,Valsad,679340,13855143
gujarat,2022,2,Mahisagar,125105,10788262
gujarat,2022,2,Sabar Kantha,360675,18555269
gujarat,2022,2,Tapi,142824,10380992
gujarat,2022,2,Vadodara,1440949,19565706
gujarat,2022,2,Banas Kantha,849884,61411670
gujarat,2022,2,Amreli,268232,28086720
gujarat,2022,2,Ahmadabad,4105172,37385392
gujarat,2022,2,Dohad,205476,16850083
gujarat,2022,2,Navsari,299199,10087059
gujarat,2022,2,Patan,348256,20058579
gujarat,2022,2,Kachchh,709339,53661492
gujarat,2022,2,Surendranagar,333698,26953553
gujarat,2022,2,Morbi,291550,16249663
gujarat,2022,3,Anand,570211,7663778
gujarat,2022,3,Jamnagar,391677,15828687
gujarat,2022,3,Devbhumi Dwarka,136943,15945131
gujarat,2022,3,Rajkot,986904,31404029
gujarat,2022,3,Aravallis,217755,19551310
gujarat,2022,3,Chhotaudepur,92089,13788338
gujarat,2022,3,Botad,186625,15729417
gujarat,2022,3,Bharuch,803845,24985089
gujarat,2022,3,Bhavnagar,659228,22529367
gujarat,2022,3,Junagadh,283145,13570972
gujarat,2022,3,Mahesana,729723,21478805
gujarat,2022,3,The Dangs,26180,8364976
gujarat,2022,3,Kheda,446779,13172712
gujarat,2022,3,Surat,3567767,25192019
gujarat,2022,3,Porbandar,98587,4938585
gujarat,2022,3,Gandhinagar,885535,9731484
gujarat,2022,3,Panch Mahals,292755,16286040
gujarat,2022,3,Narmada,81169,12729908
gujarat,2022,3,Gir Somnath,242764,10375694
gujarat,2022,3,Valsad,716467,15625470
gujarat,2022,3,Mahisagar,131554,12902389
gujarat,2022,3,Sabar Kantha,379718,21747099
gujarat,2022,3,Tapi,149968,10482703
gujarat,2022,3,Vadodara,1515556,19765164
gujarat,2022,3,Banas Kantha,896869,77028892
gujarat,2022,3,Amreli,281819,32567387
gujarat,2022,3,Ahmadabad,4319512,39280139
gujarat,2022,3,Dohad,216199,19811697
gujarat,2022,3,Navsari,314617,9787723
gujarat,2022,3,Patan,367059,22613364
gujarat,2022,3,Kachchh,747079,60380130
gujarat,2022,3,Surendranagar,351078,34325117
gujarat,2022,3,Morbi,307545,19538289
gujarat,2022,4,Anand,596600,13791621
gujarat,2022,4,Jamnagar,409567,11777204
gujarat,2022,4,Devbhumi Dwarka,142445,4626888
gujarat,2022,4,Rajkot,1033159,27915336
gujarat,2022,4,Aravallis,227402,10450616
gujarat,2022,4,Chhotaudepur,95806,3500701
gujarat,2022,4,Botad,195219,8669321
gujarat,2022,4,Bharuch,842519,37564473
gujarat,2022,4,Bhavnagar,690130,18372408
gujarat,2022,4,Junagadh,294941,6587448
gujarat,2022,4,Mahesana,763693,29019487
gujarat,2022,4,The Dangs,27218,1087847
gujarat,2022,4,Kheda,467640,15216766
gujarat,2022,4,Surat,3747780,110323166
gujarat,2022,4,Porbandar,102643,2175841
gujarat,2022,4,Gandhinagar,927585,35387014
gujarat,2022,4,Panch Mahals,306278,12634353
gujarat,2022,4,Narmada,84596,3758056
gujarat,2022,4,Gir Somnath,254045,7658775
gujarat,2022,4,Valsad,751767,32968847
gujarat,2022,4,Mahisagar,137511,5028578
gujarat,2022,4,Sabar Kantha,397066,17276367
gujarat,2022,4,Tapi,156189,6355677
gujarat,2022,4,Vadodara,1587831,48909823
gujarat,2022,4,Banas Kantha,939693,54467383
gujarat,2022,4,Amreli,293382,9446129
gujarat,2022,4,Ahmadabad,4530853,157291084
gujarat,2022,4,Dohad,226068,11309950
gujarat,2022,4,Navsari,328740,8737777
gujarat,2022,4,Patan,384293,15704430
gujarat,2022,4,Kachchh,781383,35644500
gujarat,2022,4,Surendranagar,366161,13510037
gujarat,2022,4,Morbi,322150,13816692
gujarat,2024,1,Anand,725286,47712353
gujarat,2024,1,Jamnagar,502043,103491091
gujarat,2024,1,Devbhumi Dwarka,177051,55135369
gujarat,2024,1,Rajkot,1258350,153387378
gujarat,2024,1,Aravallis,280637,41011031
gujarat,2024,1,Chhotaudepur,119543,76259410
gujarat,2024,1,Botad,241676,31722303
gujarat,2024,1,Bharuch,1032496,65684071
gujarat,2024,1,Bhavnagar,849932,69328239
gujarat,2024,1,Junagadh,362721,55200486
gujarat,2024,1,Mahesana,931768,44584198
gujarat,2024,1,The Dangs,33734,44394519
gujarat,2024,1,Kheda,574412,41455807
gujarat,2024,1,Surat,4569769,60117201
gujarat,2024,1,Porbandar,126509,34106094
gujarat,2024,1,Gandhinagar,1122367,26275839
gujarat,2024,1,Panch Mahals,378230,71211579
gujarat,2024,1,Narmada,104913,59601688
gujarat,2024,1,Gir Somnath,314774,31816020
gujarat,2024,1,Valsad,919660,69230695
gujarat,2024,1,Mahisagar,170321,52391947
gujarat,2024,1,Sabar Kantha,486544,69518281
gujarat,2024,1,Tapi,191321,29632547
gujarat,2024,1,Vadodara,1923948,62236670
gujarat,2024,1,Banas Kantha,1165004,180333087
gujarat,2024,1,Amreli,364743,90760710
gujarat,2024,1,Ahmadabad,5485010,78387058
gujarat,2024,1,Dohad,279800,92944959
gujarat,2024,1,Navsari,400390,20591803
gujarat,2024,1,Patan,475027,93489428
gujarat,2024,1,Kachchh,962243,218768815
gujarat,2024,1,Surendranagar,454008,130488828
gujarat,2024,1,Morbi,397742,90530684
gujarat,2024,2,Anand,753085,28070616
gujarat,2024,2,Jamnagar,521447,72533623
gujarat,2024,2,Devbhumi Dwarka,183979,48610121
gujarat,2024,2,Rajkot,1306577,108008646
gujarat,2024,2,Aravallis,291603,56532009
gujarat,2024,2,Chhotaudepur,124295,99102579
gujarat,2024,2,Botad,251325,33192484
gujarat,2024,2,Bharuch,1072930,82915654
gujarat,2024,2,Bhavnagar,883954,110515879
gujarat,2024,2,Junagadh,376596,70489767
gujarat,2024,2,Mahesana,967060,37617369
gujarat,2024,2,The Dangs,35094,50330234
gujarat,2024,2,Kheda,597375,40872889
gujarat,2024,2,Surat,4747919,64213609
gujarat,2024,2,Porbandar,131548,35839487
gujarat,2024,2,Gandhinagar,1164291,24857710
gujarat,2024,2,Panch Mahals,393384,96143003
gujarat,2024,2,Narmada,108994,74933056
gujarat,2024,2,Gir Somnath,327261,52081951
gujarat,2024,2,Valsad,955703,71747738
gujarat,2024,2,Mahisagar,177065,65633451
gujarat,2024,2,Sabar Kantha,505272,67912043
gujarat,2024,2,Tapi,198724,35740123
gujarat,2024,2,Vadodara,1996837,42658393
gujarat,2024,2,Banas Kantha,1210784,169819714
gujarat,2024,2,Amreli,379190,78875112
gujarat,2024,2,Ahmadabad,5693015,73682060
gujarat,2024,2,Dohad,290721,143241076
gujarat,2024,2,Navsari,416240,27035132
gujarat,2024,2,Patan,493248,47658430
gujarat,2024,2,Kachchh,999285,221315027
gujarat,2024,2,Surendranagar,471820,111022931
gujarat,2024,2,Morbi,413264,75795527
gujarat,2024,3,Anand,647216,45986935
gujarat,2024,3,Jamnagar,545665,107566918
gujarat,2024,3,Devbhumi Dwarka,177046,53310415
gujarat,2024,3,Aravalli,313257,66475649
gujarat,2024,3,Rajkot,1464200,213887792
gujarat,2024,3,Chhotaudepur,138315,71576575
gujarat,2024,3,Botad,256100,45726266
gujarat,2024,3,Bharuch,1024612,116797870
gujarat,2024,3,Bhavnagar,792860,95871281
gujarat,2024,3,Ahmedabad,5580316,126474497
gujarat,2024,3,Junagadh,353548,72455646
gujarat,2024,3,Dahod,427256,89263582
gujarat,2024,3,Mahesana,954366,50525087
gujarat,2024,3,Kheda,586011,38327751
gujarat,2024,3,Surat,4957655,52739198
gujarat,2024,3,Porbandar,124533,71701059
gujarat,2024,3,Gandhinagar,1231807,20314121
gujarat,2024,3,Narmada,121653,56620751
gujarat,2024,3,Gir Somnath,312329,29848779
gujarat,2024,3,Valsad,992156,83067747
gujarat,2024,3,Panchmahals,450615,53491187
gujarat,2024,3,Mahisagar,204977,46387721
gujarat,2024,3,Tapi,201183,44350924
gujarat,2024,3,Vadodara,1840568,43986518
gujarat,2024,3,Sabarkantha,508954,95998232
gujarat,2024,3,Amreli,342497,156675525
gujarat,2024,3,Navsari,391077,21009968
gujarat,2024,3,Patan,516521,106982742
gujarat,2024,3,Kachchh,1163061,331583795
gujarat,2024,3,Surendranagar,485074,208528266
gujarat,2024,3,Dangs,44548,45197445
gujarat,2024,3,Morbi,563373,121462957
gujarat,2024,3,Banaskantha,1368759,88890341
gujarat,2024,4,Anand,665640,50093583
gujarat,2024,4,Jamnagar,560824,46768001
gujarat,2024,4,Devbhumi Dwarka,183421,17975178
gujarat,2024,4,Aravalli,324152,28438750
gujarat,2024,4,Rajkot,1505556,117943793
gujarat,2024,4,Chhotaudepur,143660,21664654
gujarat,2024,4,Botad,265046,22622315
gujarat,2024,4,Bharuch,1050539,137363256
gujarat,2024,4,Bhavnagar,819511,68435635
gujarat,2024,4,Ahmedabad,5702922,352843537
gujarat,2024,4,Junagadh,367916,33575586
gujarat,2024,4,Dahod,447555,62556982
gujarat,2024,4,Mahesana,981097,67109466
gujarat,2024,4,Kheda,604149,51080059
gujarat,2024,4,Surat,5048172,380913927
gujarat,2024,4,Porbandar,128617,14346709
gujarat,2024,4,Gandhinagar,1260236,84687448
gujarat,2024,4,Narmada,126509,14924597
gujarat,2024,4,Gir Somnath,324552,28125080
gujarat,2024,4,Valsad,1018017,93164876
gujarat,2024,4,Panchmahals,465183,54657492
gujarat,2024,4,Mahisagar,212715,24053307
gujarat,2024,4,Tapi,208255,22100156
gujarat,2024,4,Vadodara,1888611,119069394
gujarat,2024,4,Sabarkantha,525073,53253882
gujarat,2024,4,Amreli,356569,36686298
gujarat,2024,4,Navsari,402180,28851000
gujarat,2024,4,Patan,534523,44423636
gujarat,2024,4,Kachchh,1194949,95097718
gujarat,2024,4,Surendranagar,501731,49402966
gujarat,2024,4,Dangs,46536,7825578
gujarat,2024,4,Morbi,580179,58240080
gujarat,2024,4,Banaskantha,1417046,118129204
gujarat,2023,1,Anand,622872,11094924
gujarat,2023,1,Jamnagar,428091,21680075
gujarat,2023,1,Devbhumi Dwarka,148801,18769135
gujarat,2023,1,Rajkot,1079736,39239734
gujarat,2023,1,Aravallis,238121,28001732
gujarat,2023,1,Chhotaudepur,100145,18084906
gujarat,2023,1,Botad,204401,17674036
gujarat,2023,1,Bharuch,881508,35066869
gujarat,2023,1,Bhavnagar,722197,29045885
gujarat,2023,1,Junagadh,308246,17876630
gujarat,2023,1,Mahesana,798353,22683144
gujarat,2023,1,The Dangs,28390,11092861
gujarat,2023,1,Kheda,489299,16496752
gujarat,2023,1,Surat,3919829,31170398
gujarat,2023,1,Porbandar,107378,6961510
gujarat,2023,1,Gandhinagar,968586,12538501
gujarat,2023,1,Panch Mahals,320798,22409437
gujarat,2023,1,Narmada,88517,15549721
gujarat,2023,1,Gir Somnath,266205,14183188
gujarat,2023,1,Valsad,786811,22096341
gujarat,2023,1,Mahisagar,143947,18381216
gujarat,2023,1,Sabar Kantha,415319,24713550
gujarat,2023,1,Tapi,163181,20730719
gujarat,2023,1,Vadodara,1658232,27075998
gujarat,2023,1,Banas Kantha,985280,96676164
gujarat,2023,1,Amreli,306770,33221816
gujarat,2023,1,Ahmadabad,4734630,51443909
gujarat,2023,1,Dohad,236847,28965819
gujarat,2023,1,Navsari,343293,13483688
gujarat,2023,1,Patan,402483,30561359
gujarat,2023,1,Kachchh,817441,89545643
gujarat,2023,1,Surendranagar,383186,46572566
gujarat,2023,1,Morbi,337337,25380718
gujarat,2023,2,Anand,647805,11311512
gujarat,2023,2,Jamnagar,446015,21811979
gujarat,2023,2,Devbhumi Dwarka,155916,20381650
gujarat,2023,2,Rajkot,1123115,46168824
gujarat,2023,2,Aravallis,249082,31622464
gujarat,2023,2,Chhotaudepur,105124,23735650
gujarat,2023,2,Botad,213517,20757855
gujarat,2023,2,Bharuch,917746,35482362
gujarat,2023,2,Bhavnagar,752872,36260031
gujarat,2023,2,Junagadh,321804,20295551
gujarat,2023,2,Mahesana,831177,25432003
gujarat,2023,2,The Dangs,29687,12920568
gujarat,2023,2,Kheda,510507,18112328
gujarat,2023,2,Surat,4076929,35870416
gujarat,2023,2,Porbandar,112066,8129208
gujarat,2023,2,Gandhinagar,1005603,16489426
gujarat,2023,2,Panch Mahals,335149,27320842
gujarat,2023,2,Narmada,92606,19764504
gujarat,2023,2,Gir Somnath,278208,16411153
gujarat,2023,2,Valsad,818831,27470764
gujarat,2023,2,Mahisagar,150651,22103545
gujarat,2023,2,Sabar Kantha,432909,29833051
gujarat,2023,2,Tapi,170362,21313258
gujarat,2023,2,Vadodara,1721431,30680291
gujarat,2023,2,Banas Kantha,1030499,106585524
gujarat,2023,2,Amreli,321306,35081678
gujarat,2023,2,Ahmadabad,4913610,49536121
gujarat,2023,2,Dohad,247908,42813011
gujarat,2023,2,Navsari,357359,15769213
gujarat,2023,2,Patan,420629,38239406
gujarat,2023,2,Kachchh,853047,101725601
gujarat,2023,2,Surendranagar,400879,54979554
gujarat,2023,2,Morbi,352419,33216672
gujarat,2023,3,Anand,673475,24322857
gujarat,2023,3,Jamnagar,464323,45126328
gujarat,2023,3,Devbhumi Dwarka,162667,29402824
gujarat,2023,3,Rajkot,1167848,87736067
gujarat,2023,3,Aravallis,259417,43618391
gujarat,2023,3,Chhotaudepur,109721,43061604
gujarat,2023,3,Botad,222558,33589302
gujarat,2023,3,Bharuch,955541,48535847
gujarat,2023,3,Bhavnagar,784444,51079563
gujarat,2023,3,Junagadh,334954,37092145
gujarat,2023,3,Mahesana,864845,31938408
gujarat,2023,3,The Dangs,30986,28418475
gujarat,2023,3,Kheda,531367,37524184
gujarat,2023,3,Surat,4238878,42874494
gujarat,2023,3,Porbandar,116719,16619043
gujarat,2023,3,Gandhinagar,1044993,19640585
gujarat,2023,3,Panch Mahals,349209,56191422
gujarat,2023,3,Narmada,96573,41291465
gujarat,2023,3,Gir Somnath,290226,48135785
gujarat,2023,3,Valsad,852301,48092794
gujarat,2023,3,Mahisagar,156901,32352434
gujarat,2023,3,Sabar Kantha,450547,47901522
gujarat,2023,3,Tapi,177207,22562050
gujarat,2023,3,Vadodara,1789238,38280832
gujarat,2023,3,Banas Kantha,1074757,136797869
gujarat,2023,3,Amreli,335190,61940571
gujarat,2023,3,Ahmadabad,5105557,61905156
gujarat,2023,3,Dohad,258572,78361152
gujarat,2023,3,Navsari,371393,16713597
gujarat,2023,3,Patan,438627,48303625
gujarat,2023,3,Kachchh,888857,143539009
gujarat,2023,3,Surendranagar,418160,90077532
gujarat,2023,3,Morbi,367378,86008211
gujarat,2023,4,Anand,697852,44138656
gujarat,2023,4,Jamnagar,481628,37471589
gujarat,2023,4,Devbhumi Dwarka,169269,14585778
gujarat,2023,4,Rajkot,1210023,101399666
gujarat,2023,4,Aravallis,269093,23928595
gujarat,2023,4,Chhotaudepur,114032,15446549
gujarat,2023,4,Botad,231497,22549990
gujarat,2023,4,Bharuch,991279,84491734
gujarat,2023,4,Bhavnagar,814921,56517052
gujarat,2023,4,Junagadh,347650,26168873
gujarat,2023,4,Mahesana,895934,57536083
gujarat,2023,4,The Dangs,32163,4882941
gujarat,2023,4,Kheda,551513,46870073
gujarat,2023,4,Surat,4396038,275744000
gujarat,2023,4,Porbandar,121178,9140411
gujarat,2023,4,Gandhinagar,1080850,67966824
gujarat,2023,4,Panch Mahals,362520,45815881
gujarat,2023,4,Narmada,100387,11043651
gujarat,2023,4,Gir Somnath,301672,23230024
gujarat,2023,4,Valsad,883746,78415702
gujarat,2023,4,Mahisagar,163011,19609970
gujarat,2023,4,Sabar Kantha,467100,34896165
gujarat,2023,4,Tapi,183785,21153705
gujarat,2023,4,Vadodara,1851909,114081455
gujarat,2023,4,Banas Kantha,1116214,89516028
gujarat,2023,4,Amreli,348654,31125995
gujarat,2023,4,Ahmadabad,5282400,311839231
gujarat,2023,4,Dohad,267994,50869903
gujarat,2023,4,Navsari,384813,26842023
gujarat,2023,4,Patan,455269,35147713
gujarat,2023,4,Kachchh,922553,77520557
gujarat,2023,4,Surendranagar,434391,37705071
gujarat,2023,4,Morbi,381317,52429177
gujarat,2019,1,Anand,175515,0
gujarat,2019,1,Jamnagar,121494,0
gujarat,2019,1,Devbhumi Dwarka,38898,0
gujarat,2019,1,Rajkot,304415,0
gujarat,2019,1,Aravallis,56005,0
gujarat,2019,1,Chhotaudepur,20287,0
gujarat,2019,1,Botad,58126,0
gujarat,2019,1,Bharuch,252826,0
gujarat,2019,1,Bhavnagar,203617,0
gujarat,2019,1,Junagadh,82263,0
gujarat,2019,1,Mahesana,230403,0
gujarat,2019,1,The Dangs,6307,0
gujarat,2019,1,Kheda,124598,0
gujarat,2019,1,Surat,1180819,0
gujarat,2019,1,Porbandar,28860,0
gujarat,2019,1,Gandhinagar,291858,0
gujarat,2019,1,Panch Mahals,81863,0
gujarat,2019,1,Narmada,19105,0
gujarat,2019,1,Gir Somnath,69872,0
gujarat,2019,1,Valsad,209477,0
gujarat,2019,1,Mahisagar,31147,0
gujarat,2019,1,Sabar Kantha,109651,0
gujarat,2019,1,Tapi,39195,0
gujarat,2019,1,Vadodara,502520,0
gujarat,2019,1,Banas Kantha,239613,0
gujarat,2019,1,Amreli,79690,0
gujarat,2019,1,Ahmadabad,1450100,0
gujarat,2019,1,Dohad,45141,0
gujarat,2019,1,Navsari,91812,0
gujarat,2019,1,Patan,101323,0
gujarat,2019,1,Kachchh,231871,0
gujarat,2019,1,Surendranagar,95904,0
gujarat,2019,1,Morbi,77961,0
gujarat,2019,2,Anand,200007,829604
gujarat,2019,2,Jamnagar,138108,548729
gujarat,2019,2,Devbhumi Dwarka,44975,154760
gujarat,2019,2,Rajkot,345178,1070493
gujarat,2019,2,Aravallis,64792,271675
gujarat,2019,2,Chhotaudepur,23917,92854
gujarat,2019,2,Botad,65918,257831
gujarat,2019,2,Bharuch,284296,1318343
gujarat,2019,2,Bhavnagar,230394,860365
gujarat,2019,2,Junagadh,94221,271227
gujarat,2019,2,Mahesana,259949,1242721
gujarat,2019,2,The Dangs,7532,37591
gujarat,2019,2,Kheda,144091,600534
gujarat,2019,2,Surat,1338584,5960403
gujarat,2019,2,Porbandar,33374,100742
gujarat,2019,2,Gandhinagar,333056,1907551
gujarat,2019,2,Panch Mahals,92621,385797
gujarat,2019,2,Narmada,22503,101020
gujarat,2019,2,Gir Somnath,79786,253664
gujarat,2019,2,Valsad,238764,1111437
gujarat,2019,2,Mahisagar,36155,138423
gujarat,2019,2,Sabar Kantha,123754,534999
gujarat,2019,2,Tapi,45441,189646
gujarat,2019,2,Vadodara,572031,2539174
gujarat,2019,2,Banas Kantha,271379,1204053
gujarat,2019,2,Amreli,91819,339203
gujarat,2019,2,Ahmadabad,1656341,9405838
gujarat,2019,2,Dohad,52197,204285
gujarat,2019,2,Navsari,106244,417352
gujarat,2019,2,Patan,115299,552351
gujarat,2019,2,Kachchh,261458,1230320
gujarat,2019,2,Surendranagar,110431,409241
gujarat,2019,2,Morbi,90030,348075
gujarat,2019,3,Anand,226293,3576103
gujarat,2019,3,Jamnagar,154042,1899038
gujarat,2019,3,Devbhumi Dwarka,49534,509421
gujarat,2019,3,Rajkot,384852,3993364
gujarat,2019,3,Aravallis,73003,1020958
gujarat,2019,3,Chhotaudepur,27128,329896
gujarat,2019,3,Botad,72181,991985
gujarat,2019,3,Bharuch,315856,4792841
gujarat,2019,3,Bhavnagar,255608,3293381
gujarat,2019,3,Junagadh,104847,969001
gujarat,2019,3,Mahesana,286652,4457337
gujarat,2019,3,The Dangs,8306,116253
gujarat,2019,3,Kheda,162956,2432770
gujarat,2019,3,Surat,1481391,21408636
gujarat,2019,3,Porbandar,36834,330737
gujarat,2019,3,Gandhinagar,372464,7433206
gujarat,2019,3,Panch Mahals,102546,1338850
gujarat,2019,3,Narmada,25267,363436
gujarat,2019,3,Gir Somnath,88366,860095
gujarat,2019,3,Valsad,266134,3902867
gujarat,2019,3,Mahisagar,40679,466958
gujarat,2019,3,Sabar Kantha,138237,2021301
gujarat,2019,3,Tapi,51028,646547
gujarat,2019,3,Vadodara,637678,9548665
gujarat,2019,3,Banas Kantha,301373,4487309
gujarat,2019,3,Amreli,101453,1176949
gujarat,2019,3,Ahmadabad,1848860,35854721
gujarat,2019,3,Dohad,59460,737968
gujarat,2019,3,Navsari,118324,1417853
gujarat,2019,3,Patan,128573,2225161
gujarat,2019,3,Kachchh,285519,4167209
gujarat,2019,3,Surendranagar,122518,1455000
gujarat,2019,3,Morbi,101337,1215668
gujarat,2019,4,Anand,252401,3905511
gujarat,2019,4,Jamnagar,171337,2227178
gujarat,2019,4,Devbhumi Dwarka,55209,621177
gujarat,2019,4,Rajkot,426178,4545689
gujarat,2019,4,Aravallis,83136,1295090
gujarat,2019,4,Chhotaudepur,31338,429297
gujarat,2019,4,Botad,80499,1181335
gujarat,2019,4,Bharuch,350619,5971371
gujarat,2019,4,Bhavnagar,286520,4080547
gujarat,2019,4,Junagadh,117357,1216157
gujarat,2019,4,Mahesana,316985,5363608
gujarat,2019,4,The Dangs,9594,151581
gujarat,2019,4,Kheda,182669,2664051
gujarat,2019,4,Surat,1624077,23613804
gujarat,2019,4,Porbandar,40962,385502
